label,content
0,"TCMB'nin dün yayımladığı verilere göre, gerçek kişilerin parite etkisinden arındırılmış kıymetli maden dahil döviz mevduatları 31 Aralık haftasında 351 milyon dolar arttı. Tüzel kişilerdeki 2.9 milyar dolar azalışa rağmen bireylerin talebinin kesilmediği görüldü."
1,Dolar/TL gece saatlerinde 13.90'a kadar yükseldikten sonra bu sabah 13.89'dan işlem gördü. Bu seviyelerden kapanması halinde TL'nin haftalık değer kaybı yüzde 5.1 olacak.
1,"Eylül ayından bu yana kesintisiz olarak değer kaybını sürdüren Türk Lirası, dün tarihinin en sert kayıplarından birini yaşadı. Gün içesisinde 2,15 lira yükselen dolar/TL'de değer kaybı bir ara yüzde 18'in üzerine çıktı."
0,"Gün içinde en yüksek 12,85'i gören dolar kuru öğleden sonra 12 seviyesinin altına inmesinin ardından 12,14 civarında seyrediyor."
0,"Döviz piyasalarında gerçekçi olmayan ve iktisadi temellerden tamamen uzak, sağlıksız fiyat oluşumları gözlemlenmektedir. Şirketlerimiz ve vatandaşlarımızın aşırı oynak piyasa koşullarında iktisadi temellerden tamamen uzak değerlerden işlem yaparak olası kayıplara karşı uyarılması lüzumu üzerine bu açıklamaya gerek duyulmuştur."
1,"Bugün ABD Merkez Bankası'nın (Fed) toplantı tutanakları ve ABD'nin üçüncü çeyrek büyümesi başta olmak üzere yoğun veri gündeminin takip edileceğini aktaran uzmanlar, söz konusu verilerde enflasyonist etkilerin gözlemleneceğini ve para politikasına ilişkin ipuçlarının aranacağını belirtti."
0,"Dolar/TL kuru dün gün içerisinde 12,85 seviyesine kadar çıktıktan sonra gerileyerek 12,00 seviyesinin altına kadar indi. "
0,"Bugün de aşağı yönlü eğilimini sürdüren dolar kuru, güne düşüşle başlamasının ardından 11,99 seviyelerinde işlem görüyor."
1,"Uzmanlar, dün açıklanan ABD Merkez Bankası'nın (Fed) toplantı tutanaklarına göre bankanın varlık alım hızını daha da düşürebileceğini belirterek, bu durumun doları diğer para birimleri karşısında desteklediğini ifade etti."
0,"Dolar/TL, son günlerdeki hızlı yükselişle 13,45'le tarihi zirveyi görmesinin ardından dalgalanıyor."
0,Dolar salı günü rekor kırmasının ardından gerileyerek 12 lira civarında hareket ediyor.
0,"Merkez Bankası Başkanı Kavcıoğlu dün banka genel müdürleriyle görüşme gerçekleştirdi. Görüşmenin ardından açıklama yapan Kavcıoğlu, Bankacılık sektörümüz çok güçlü"
1,Merkez Bankası geçen haftaki toplantısında faiz indirimlerine devam ederek politika faizini yüzde 15'e çekmişti.
1,"Kasım ayında yapılan faiz indirimi ile birlikte Fed'in varlık alım programlarını azaltım hızını 2 katına çıkaracağı ve faiz artırımını 2022 ortalarından 2022 başlarına çekeceği beklentisi ile dolar kuru geçtiğimiz hafta 13,49 seviyesini gördü."
1,"Geçen haftayı 12,36'dan kapatan dolar/TL, bu sabah 12,85'in üzerine kadar tırmanmasının ardından 12,71'lerde işlem görüyor."
1,"Küresel piyasalarda corona virüsün yeni Omicron varyantının yarattığı kaygılar nedeniyle cuma günü görülen oynaklık bugün azalırken, TL'de ise faiz indirim süreciyle başlayan değer kaybı trendi devam ediyor."
1,"Haftaya yükselişle başlayan dolar kuru salı gününe ise 12,75 liradan başladı. Kur gün içinde 13,20 seviyesine kadar yükseldi."
0,"Cumhurbaşkanı Erdoğan'ın faizi de enflasyonu da indirmekte kararlı olduğunu açıklamasıyla dün akşam saatlerinde dolar 13,95 lira ile yeni tarihi zirvesini gören dolar/TL, gece boyu 13 liranın üzerinde dalgalandı."
0,"Merkez Bankası, döviz kurlarında görülen sağlıksız fiyat oluşumları nedeniyle piyasaya satım yönünde doğrudan müdahale edildiğini bildirdi."
1,"Merkez Bankası'nın açıklaması sonrası dolar/TL 13 seviyesinin altına geriledikten sonra 13,20'lerde seyrediyor."
1,"Öte yandan bugün AK Parti grup toplantısında konuşan Cumhurbaşkanı Erdoğan, Yüksek faize karşı olduğumu cümle alem bilir"" dedi. Erdoğan"
1,"Merkez Bankası'ndan dün gelen döviz müdahalesiyle 12 liranın altına kadar çekilse de bu seviyelerde kalıcı olamayan dolar/TL, ağırlıklı olarak günü 13,30-13,50 bandında geçirmişti."
1,"Müdahale ile dolar/TL bugün 13,88'den 13,40'a kadar geriledi. Ancak ardından yeniden 13,75'in üzerine çıktı. Merkez, 2 gün önce dolar benzer seviyeye çıktığında da müdahalede bulunmuştu."
1,"TÜİK'in kasım ayı enflasyon verileri piyasa beklentilerinin üzerinde geldi. Aylık bazda yüzde 3,51 artan TÜFE, yıllık yüzde 21,31 seviyesine çıktı. Böylece yıllık enflasyonda Kasım 2018'den bu yana en yüksek seviye görüldü."
0,"Dolar geçtiğimiz hafta 13,90 liraya doğru 2 kez hamle yaptı ancak bu yükselişlerin önü Merkez Bankası'nın müdahaleleriyle kesildi."
0,"Merkez Bankası, geçen çarşamba ve cuma günleri döviz piyasasına doğrudan satış yoluyla müdahale ettiğini bildirdi."
0,"Son günlerde 13,80 civarında dalgalanan dolar/TL, bu sabah saatlerinde 13,55'e kadar çekildikten sonra 13,65'lerde seyrediyor."
1,"Dün piyasaların kapanışından sonra düşüşe geçen dolar/TL, günü 13,50'nin hemen altında tamamlamıştı.Bugün hafif yukarı yönlü seyreden dolar/TL 13,66 seviyelerinde işlem görüyor."
1,"Dün günü 13,68 lira seviyelerinden tamamlayan dolar/TL, bugün 13,80'den el değiştiriyor."
0,"Dolar/TL kurunun 13,95'i görmesinin ardından Merkez'den doğrudan satım yönünde müdahale geldi, dolar 13,75'e kadar geriledi. "
1,"Dolar daha sonra yeniden yönünü yukarı çevirde ve 13,90'ı aştı. ABD enflasyon verisinin ardından kur 13,9560'ı görmesi sonrası 13,90 civarında hareket ediyor."
1,"Merkez Bankası'nın kritik faiz kararını açıklayacağı yeni haftaya 13,85 seviyesinden başlayan dolar kuru devam eden yükselişlerle 14 lirayı aşarak tarihi zirvesini yeniledi."
0,Dolar/TL'nin 14 seviyesini aşmasıyla birlikte Merkez Bankası'ndan satım yönünde dördüncü müdahale geldi.
0,"Müdahale sonrası dolar/TL 13,65 seviyelerine kadar geriledi."
0,"Dün 14,63'e kadar tırmandıktan sonra Merkez Bankası müdahalesiyle düşüşe geçen dolar/TL, günü açılış fiyatının altında 13,83'ten tamamlamıştı."
1,"Döviz kurları, kritik faiz kararları öncesinde yükselişine ve yeni zirvelerine devam ediyor."
1,"Fed'in faiz kararı ve hamlelerin açıklanacağı hafta ortasında da yükselişini sürdüren dolar/TL 14,80 ile; euro/TL ise 16,69 ile tarihi zirveyi yeniledi."
1,"TCMB, son 3 ayda olduğu gibi aralık ayında da faiz indirimlerine devam etti ve faizi 100 baz puan indirdi."
1,"100 baz puanlık faiz indirimine ilk tepki olarak dolar/TL, 15,15 seviyesinden 15,70'lere kadar tırmanırken euro/TL ise 17,15'ten 17,80'lere çıktı."
1,"Dolar/TL dün Merkez Bankası'nın 100 baz puanlık faiz indiriminin ardından 15,77'ye kadar yükselmişti."
1,"Dolar tarihi zirvesini 17 ile yenilerken, euro 19 liranın üzerini gördü."
0,"TCMB'den yapılan açıklamada Döviz kurlarında görülen sağlıksız fiyat oluşumları nedeniyle piyasaya satım yönünde doğrudan müdahale edilmektedir"" ifadeleri kullanıldı."""
0,"Merkez Bankası'nın müdahalesi sonrası dolar/TL 16,55; euro/TL ise 18,74'lerde işlem görüyor."
1,Cuma günü yükseliş eğiliminde hareket eden dolar/TL bugün 18 seviyesini görerek tarihi zirveyi yeniledi.
1,"Dolar endeksi, önceki kapanışa göre yüzde 0,1 azalışla 96,6 seviyesinde dengelenirken, euro/dolar paritesi ise yüzde 0,1 artışla 1,1250'den alıcı buluyor."
0,"Dolar/TL, pazartesi günü kabine toplantısı öncesinde 18 seviyesini aşarak tarihi zirveyi yeniledikten sonra TL'yi özendirici önlemlerin açıklanmasıyla geriledi."
0,"Dün tüm zamanların en sert düşüşlerini yaşayan dolar kuru bu sabah 11,09'a kadar geriledikten sonra 12,90 seviyelerinde seyrediyor."
0,"Hazine ve Maliye Bakanlığı'ndan yapılan açıklamada, birikimlerini TL mevduat olarak değerlendirenlerin kurlardaki oynaklık karşısında mağdur olmaması için Kur Korumalı TL Vadeli Mevduat"" devreye alındığı bildirildi."""
0,Döviz kurlarında iki gündür yaşanan gerileme hafta ortasında da devam ediyor. 
0,"Türk Lirası, hafta başındaki Kabine'nin ardından açıklanan tedbirlerle güçlenmeye devam ediyor."
0,"Dolar/TL, bugün yüzde 2'yi aşan düşüşle 12,55-12,60'lı seviyelerde seyrediyor."
0,Kur korumalı TL mevduat hesabı başta olmak üzere TL'ye teşvik önlemleri kurda etkili olmaya devam ediyor.
0,"Dolar/TL, 11 seviyesinin altına gerilerken, hafta başında 20 liranın üzerine çıkan euro/TL ise 12,45'e kadar çekildi."
0,"Dün günü 11,35 seviyelerinde kapatan dolar/TL bugün güne 11,53 seviyelerinde başladı. "
0,"Dün NTV yayınına katılan Hazine ve Maliye Bakanı Nureddin Nebati dolardaki düşüşün süreceğini ifade ederek, Yaza kalmadan çok hızlı bir değişimi göreceğiz"" dedi. """
0,"Geçen haftanın tamamında sert gerilemelerin görüldüğü döviz kurları, 2021 yılının son haftasına yatay seyirle başladı."
0,"Geçen hafta pazartesi günü görülen 18,40 zirvesinden sonra 5 günde yüzde 40 gerileyen dolar kuru bugün 11 liranın üzerinde işlem görüyor."
0,"Geçen haftanın tamamında sert gerilemelerin görüldüğü döviz kurları, 2021 yılının son haftasına yatay seyirle başladı."
1,"Döviz kurları, haftanın ikinci gününde yüzde 1 civarı yukarıda seyrediyor. Dolar kuru 11,50 liranın üzerinde el değiştirirken euro/TL ise 13,20-13,30 bandında dalgalanıyor."
0,"Kur Korumalı Vadeli TL Mevduat başta olmak üzere TL'ye teşvik için alınan önlemlerin etkisiyle geçen hafta dolar 18,36 liradan 10,63 liraya kadar gerilemişti. "
1,"Haftaya 10,76 civarında başlayan dolar/TL, hafta başından bu yana yüzde 10'dan fazla yükseliş kaydetti."
1,"Dolar kuru gün içinde 12,60 lirayı görürken euro/TL 14,30 civarında el değiştiriyor."
1,"Haftaya 10,74 seviyesinde başlayan dolar kuru bugün 13 seviyesini aştı. "
1,"Dün güne 11,80’den başladıktan sonra ani bir yükselişle 12,88’i gören dolar kuru şu dakikalarda 13,40 seviyesine kadar yükseldi. Kur 13 lira ciarında hareket ediyor."
1,"İstanbul serbest piyasada dolar 13,6070 liradan, euro 15,4000 liradan haftaya başladı."
0,"Dün, düşüş eğiliminde hareket eden dolar/TL, günü önceki kapanışa göre yüzde 2,32 azalışla 13,0922'den tamamladı."
1,"Dolar/TL, güne yükselişle başlamasının ardından 13,60 seviyelerinde işlem görüyor. Euro/TL ise 15,40'larda işlem görüyor."
1,"Dolar endeksi, önceki kapanışın yüzde 0,1 altında 96,1 seviyesinde dengelenirken, euro/dolar paritesi ise yüzde 0,1 artışla 1,1300'ten alıcı buluyor."
1,"Döviz kurları yeni yılın ilk haftası yüzde 2 yükseldi.Dolar/TL 13,79 seviyelerinde işlem görüyor. Euro/TL ise 15,64'lerde seyrediyor."
1,"Dolar endeksi, şu sıralarda önceki kapanışın yüzde 0,1 üzerinde 96,3 seviyesinde dengelenirken, euro/dolar paritesi ise yüzde 0,2 azalışla 1,1290'dan alıcı buluyor."
1,"Dolar/TL saat 09.30 itibariyle 13,83 seviyelerinde işlem görüyor. Euro/TL ise 15,63'lerde seyrediyor."
0,"Geçen haftayı 13,86 liradan kapatan dolar yeni haftaya 13,82 liradan başladı."
0,"Dolar endeksi, şu sıralarda önceki kapanışın yüzde 0,2 üzerinde 95,9 seviyesinde dengelenirken, euro/dolar paritesi ise yüzde 0,2 azalışla 1,1330'dan alıcı buluyor."
0,"Ayrica iktidarin “kuru kendi haline biraktigi, ihracata odaklandigi” yorumlarinin yapildigi bir donemde Elvan’in sozleri, hukumetteki kafa karisikligini da ortaya koydu."
0,"Elvan, piyasalardaki hareketliligin farkinda olduklarini, kuresel konjonktur ve yurtici enflasyonun seyrinin “temkinli olmayi gerektirdigini” de ifade etti."
0,"Elvan, ekonomik sorunlar konusunda “Elbette sorunlarimiz yok degil, inkâr edici bir yaklasim icerisinde de degiliz” dedi."
0,"Merkez Bankasi’nin temel gorevinin fiyat istikrarini saglamak oldugunu soyleyen Elvan, cari acigin azaltilmasi gorevinin ise hukumette olduguna dikkat cekti. "
0,"Dolarin alicisi cikmazsa, kimse dolar almazsa mutlaka duser, dolar 13, 15, 20 lira mi olacak?"
0,"Bu fiyatlardan kim alir, bunlar hayal mahsulu rakamlar. Turk ekonomisi bunu hak etmiyor. "
0,Merkez Bankasi'ni sanki faiz artirmaya zorlayan bir operasyon gerceklesiyor ama bunu yapmasi mumkun degil
0,Doviz piyasasinda yukari hareketlenme yok.
0,Kucuk kucuk satislar gerceklesiyor. 
0,Satin alindigi icin artik piyasalara etkisi yok.
0,"Halkin, bankalarda 143 milyar dolar parasi var."
0,Faiz getirisi cazibesini kaybettigi icin Turk Lirasi'na ceviriyorlar.
1,Merkez Bankasi Para Politikasi Kurulu faizi 100 baz puan indirerek yuzde 15'e cekti.
0,Dolar/TL'nin 14 seviyesini aşmasıyla birlikte Merkez Bankası'ndan satım yönünde dördüncü müdahale geldi.
0,"Müdahale sonrası dolar/TL 13,65 seviyelerine kadar geriledi."
0,"Dün 14,63'e kadar tırmandıktan sonra Merkez Bankası müdahalesiyle düşüşe geçen dolar/TL, günü açılış fiyatının altında 13,83'ten tamamlamıştı."
1,"Döviz kurları, kritik faiz kararları öncesinde yükselişine ve yeni zirvelerine devam ediyor."
1,"Fed'in faiz kararı ve hamlelerin açıklanacağı hafta ortasında da yükselişini sürdüren dolar/TL 14,80 ile; euro/TL ise 16,69 ile tarihi zirveyi yeniledi."
1,"TCMB, son 3 ayda olduğu gibi aralık ayında da faiz indirimlerine devam etti ve faizi 100 baz puan indirdi."
1,"100 baz puanlık faiz indirimine ilk tepki olarak dolar/TL, 15,15 seviyesinden 15,70'lere kadar tırmanırken euro/TL ise 17,15'ten 17,80'lere çıktı."
1,"Dolar/TL dün Merkez Bankası'nın 100 baz puanlık faiz indiriminin ardından 15,77'ye kadar yükselmişti."
1,"Dolar tarihi zirvesini 17 ile yenilerken, euro 19 liranın üzerini gördü."
0,"TCMB'den yapılan açıklamada Döviz kurlarında görülen sağlıksız fiyat oluşumları nedeniyle piyasaya satım yönünde doğrudan müdahale edilmektedir"" ifadeleri kullanıldı."""
0,"Merkez Bankası'nın müdahalesi sonrası dolar/TL 16,55; euro/TL ise 18,74'lerde işlem görüyor."
1,Cuma günü yükseliş eğiliminde hareket eden dolar/TL bugün 18 seviyesini görerek tarihi zirveyi yeniledi.
1,"Dolar endeksi, önceki kapanışa göre yüzde 0,1 azalışla 96,6 seviyesinde dengelenirken, euro/dolar paritesi ise yüzde 0,1 artışla 1,1250'den alıcı buluyor."
0,"Dolar/TL, pazartesi günü kabine toplantısı öncesinde 18 seviyesini aşarak tarihi zirveyi yeniledikten sonra TL'yi özendirici önlemlerin açıklanmasıyla geriledi."
0,“Son olarak enerji maliyetlerimiz çok yüksek oranda arttı. Baktığınız zaman kur başa baş bir noktadaydı ama halihazırda rekabetçiliğini kaybetmiş durumda. Hem genel ihracat hem de sektör ihracatı olarak koyduğumuz hedeflere ulaşabilmemiz için bugünkü konjonktürde kurun 14-15 lira seviyesinin altına düşmemesi lazım. Aksi halde ihracat için sıkıntılı bir durum olur ve hedefler tutturulamaz” diye konuştu.
0,Londra merkezli Arapça yayın yapan Al-Araby Al-Jadeed isimli gazeteye konuşan Mısırlı yetkililer Türk Lirası’nda son dönemde yaşanan değer kaybı ve dalgalanmayı endişeyle izlediklerini duyurdu.
1,"Mısırlı yetkili bir turistin Türkiye’de bir hafta ortalama olarak harcayacağı para ile Mısır’da harcayacağı parayı da kıyasladı. Yetkili, “Türkiye sahillerinde uçak bileti de dahil 1 hafta için 636 dolar ödeyecekler. Fakat bu fiyat Mısır’da sadece Hurghada’da da ikinci sınıf bir oteli karşılayabilir” yorumunu yaptı."
1,Geçen yıl Türk Lirası’nın yaklaşık yüzde 44 değer kaybettiği hatırlatılırken TL’nin dolar karşısında 18.4’ü gördüğü fakat daha sonra değer artışı yaşandığı belirtildi.
1,"Yurtiçi piyasalarda bugün TCMB'nin açıklayacağı haftalık rezerv, menkul kıymet verileri izlenecek. Yurtdışında ise yakından izlenen enflasyonun seyri konusunda Almanya'da açıklanacak öncü enflasyon verileri, ABD haftalık işsizlik maaş başvuruları, fabrika siparişleri ve ISM hizmetler sektörü endeksi izlenecek."
1,"Ekonomistler enflasyonun Mayıs ayına kadar yüzde 50'ye yükselebileceği uyarısında bulunurlarken, bu durum TL'nin zaten negatifte olan getirisinin iyice düşmesine yol açacak."
1,"Dolar/TL, geçen yılın son haftalarında TL mevduata Hazine ve Merkez Bankası destekleri açıklanması ve kamu destekli adımlarla 18.4 seviyesindeki tarihi zirvesinden 10'a doğru geriledi. Ancak TL bu seviyelerde tutunamayarak geçen hafta yüzde 18.8 değer yitirdi."
0,“Son olarak enerji maliyetlerimiz çok yüksek oranda arttı. Baktığınız zaman kur başa baş bir noktadaydı ama halihazırda rekabetçiliğini kaybetmiş durumda. Hem genel ihracat hem de sektör ihracatı olarak koyduğumuz hedeflere ulaşabilmemiz için bugünkü konjonktürde kurun 14-15 lira seviyesinin altına düşmemesi lazım. Aksi halde ihracat için sıkıntılı bir durum olur ve hedefler tutturulamaz” diye konuştu.
0,Londra merkezli Arapça yayın yapan Al-Araby Al-Jadeed isimli gazeteye konuşan Mısırlı yetkililer Türk Lirası’nda son dönemde yaşanan değer kaybı ve dalgalanmayı endişeyle izlediklerini duyurdu.
1,"Mısırlı yetkili bir turistin Türkiye’de bir hafta ortalama olarak harcayacağı para ile Mısır’da harcayacağı parayı da kıyasladı. Yetkili, “Türkiye sahillerinde uçak bileti de dahil 1 hafta için 636 dolar ödeyecekler. Fakat bu fiyat Mısır’da sadece Hurghada’da da ikinci sınıf bir oteli karşılayabilir” yorumunu yaptı."
1,Geçen yıl Türk Lirası’nın yaklaşık yüzde 44 değer kaybettiği hatırlatılırken TL’nin dolar karşısında 18.4’ü gördüğü fakat daha sonra değer artışı yaşandığı belirtildi.
1,"Yurtiçi piyasalarda bugün TCMB'nin açıklayacağı haftalık rezerv, menkul kıymet verileri izlenecek. Yurtdışında ise yakından izlenen enflasyonun seyri konusunda Almanya'da açıklanacak öncü enflasyon verileri, ABD haftalık işsizlik maaş başvuruları, fabrika siparişleri ve ISM hizmetler sektörü endeksi izlenecek."
1,"Ekonomistler enflasyonun Mayıs ayına kadar yüzde 50'ye yükselebileceği uyarısında bulunurlarken, bu durum TL'nin zaten negatifte olan getirisinin iyice düşmesine yol açacak."
1,"Dolar/TL, geçen yılın son haftalarında TL mevduata Hazine ve Merkez Bankası destekleri açıklanması ve kamu destekli adımlarla 18.4 seviyesindeki tarihi zirvesinden 10'a doğru geriledi. Ancak TL bu seviyelerde tutunamayarak geçen hafta yüzde 18.8 değer yitirdi."
0,"Türk Lirası, hafta başındaki Kabine'nin ardından açıklanan tedbirlerle güçlenmeye devam ediyor."
0,"Dolar/TL, bugün yüzde 2'yi aşan düşüşle 12,55-12,60'lı seviyelerde seyrediyor."
0,Kur korumalı TL mevduat hesabı başta olmak üzere TL'ye teşvik önlemleri kurda etkili olmaya devam ediyor.
0,"Dolar/TL, 11 seviyesinin altına gerilerken, hafta başında 20 liranın üzerine çıkan euro/TL ise 12,45'e kadar çekildi."
0,"Dün günü 11,35 seviyelerinde kapatan dolar/TL bugün güne 11,53 seviyelerinde başladı. "
0,"Dün NTV yayınına katılan Hazine ve Maliye Bakanı Nureddin Nebati dolardaki düşüşün süreceğini ifade ederek, Yaza kalmadan çok hızlı bir değişimi göreceğiz"" dedi. """
0,"Geçen haftanın tamamında sert gerilemelerin görüldüğü döviz kurları, 2021 yılının son haftasına yatay seyirle başladı."
0,"Geçen hafta pazartesi günü görülen 18,40 zirvesinden sonra 5 günde yüzde 40 gerileyen dolar kuru bugün 11 liranın üzerinde işlem görüyor."
0,"Geçen haftanın tamamında sert gerilemelerin görüldüğü döviz kurları, 2021 yılının son haftasına yatay seyirle başladı."
1,"Döviz kurları, haftanın ikinci gününde yüzde 1 civarı yukarıda seyrediyor. Dolar kuru 11,50 liranın üzerinde el değiştirirken euro/TL ise 13,20-13,30 bandında dalgalanıyor."
0,"Kur Korumalı Vadeli TL Mevduat başta olmak üzere TL'ye teşvik için alınan önlemlerin etkisiyle geçen hafta dolar 18,36 liradan 10,63 liraya kadar gerilemişti. "
1,"Haftaya 10,76 civarında başlayan dolar/TL, hafta başından bu yana yüzde 10'dan fazla yükseliş kaydetti."
1,"Dolar kuru gün içinde 12,60 lirayı görürken euro/TL 14,30 civarında el değiştiriyor."
1,"Haftaya 10,74 seviyesinde başlayan dolar kuru bugün 13 seviyesini aştı. "
1,"Merkez Bankası'ndan dün gelen döviz müdahalesiyle 12 liranın altına kadar çekilse de bu seviyelerde kalıcı olamayan dolar/TL, ağırlıklı olarak günü 13,30-13,50 bandında geçirmişti."
1,"Müdahale ile dolar/TL bugün 13,88'den 13,40'a kadar geriledi. Ancak ardından yeniden 13,75'in üzerine çıktı. Merkez, 2 gün önce dolar benzer seviyeye çıktığında da müdahalede bulunmuştu."
1,"TÜİK'in kasım ayı enflasyon verileri piyasa beklentilerinin üzerinde geldi. Aylık bazda yüzde 3,51 artan TÜFE, yıllık yüzde 21,31 seviyesine çıktı. Böylece yıllık enflasyonda Kasım 2018'den bu yana en yüksek seviye görüldü."
0,"Dolar geçtiğimiz hafta 13,90 liraya doğru 2 kez hamle yaptı ancak bu yükselişlerin önü Merkez Bankası'nın müdahaleleriyle kesildi."
0,"Merkez Bankası, geçen çarşamba ve cuma günleri döviz piyasasına doğrudan satış yoluyla müdahale ettiğini bildirdi."
0,"Son günlerde 13,80 civarında dalgalanan dolar/TL, bu sabah saatlerinde 13,55'e kadar çekildikten sonra 13,65'lerde seyrediyor."
1,"Dün piyasaların kapanışından sonra düşüşe geçen dolar/TL, günü 13,50'nin hemen altında tamamlamıştı.Bugün hafif yukarı yönlü seyreden dolar/TL 13,66 seviyelerinde işlem görüyor."
1,"Dün günü 13,68 lira seviyelerinden tamamlayan dolar/TL, bugün 13,80'den el değiştiriyor."
0,"Dolar/TL kurunun 13,95'i görmesinin ardından Merkez'den doğrudan satım yönünde müdahale geldi, dolar 13,75'e kadar geriledi. "
1,"Dolar daha sonra yeniden yönünü yukarı çevirde ve 13,90'ı aştı. ABD enflasyon verisinin ardından kur 13,9560'ı görmesi sonrası 13,90 civarında hareket ediyor."
1,"Merkez Bankası'nın kritik faiz kararını açıklayacağı yeni haftaya 13,85 seviyesinden başlayan dolar kuru devam eden yükselişlerle 14 lirayı aşarak tarihi zirvesini yeniledi."
0,Dolar/TL'nin 14 seviyesini aşmasıyla birlikte Merkez Bankası'ndan satım yönünde dördüncü müdahale geldi.
0,"Müdahale sonrası dolar/TL 13,65 seviyelerine kadar geriledi."
1,Üzerimizdeki sefalet baskısı daha da artacak diyen Zelyut
1,Kur korumalı mevduat sonrasında başlayan düşüşün ardından yeniden yükselişe geçen dolar kuru güne 13.40 seviyesinden başladı
0,"Hazine ve Maliye Bakanı Nureddin Nebati, dün yaptığı açıklamada Kur Korumalı Mevduata yaklaşık 84 milyar Lira'nın geldiğini açıkladı. Bakan Nebati, ayrıca bu sefer Enflasyon Korumalı Mevduat"" üzerinde çalıştıklarını açıkladı."""
1,"Türk Lirası, Kasım sonu ve Aralık'taki hızlı değer kaybının ardından bu kayıpları bir miktar telafi etse de TL'nin değerindeki oynaklık devam ediyor."
1,"Söz konusu para birimi büyük bir değer kaybı veya kazancı yaşamasa da, değerinin sürekli değişmesi, o para birimiyle üretim ve ticaret yapmayı zorlaştırıyor."
1,"Dolar/TL kuru da 20 Aralık'taki 18,36 seviyesinden 10,63'e geriledikten sonra 12-14 bandında hareket etmeye başladı."
0,"Karatepe Türkiye'de döviz sahiplerinin ellerindeki dövizi bozup TL'ye çevirmediğini, şirketlerden de bir döviz talebi olduğunu, işlem hacminin daralmasıyla birlikte küçük miktardaki işlemlerin bile döviz fiyatlarında hızlı hareketlere yol açabildiğini söylüyor."
0,"“Bu yıl için de 23 milyar dolar hedef belirledik. Ama Türkiye’deki ekonomik hareketler çok hızlı değişiyor. 2022’nin ilk günlerine bakınca artan maliyetler karşısında kurun avantajı kalmadı. Başa baş gibi bir noktada devam ediyor. İhracatçılar tam kurun avantajından faydalanma noktasındayken ÜFE’deki artışlar özellikle rekabetçilik anlamında sıkıntı yaratıyor. Önümüzdeki dönemlerde Merkez Bankası kurda enflasyon oranında ayarlama yapmalı. Eğer artan maliyetler karşısında kur tekrar ters bir hareket yaparsa kimsenin tutunacak dalı kalmaz. Oluşan maliyetleri hiçbir firmanın karşılama gücü yok. Bu sefer üretim de etkilenir. İhracatta, bu hıza, bu motivasyona ulaşmışken geri vitese takmamamız lazım dedi."""
1,"Fransa merkezli uluslararasi banka Societe Generale (SocGen), ikinci bir guncelleme yayinlayarak 2021 sonu dolar/TL tahminini 9,80’den 10,30’a cikarirken 2022 sonu icin tahminini 12,5 olarak belirledi."
0,"Goldman Sachs ve Barclays, Merkez Bankasi'nin (TCMB) politika faizini yil sonunda yuzde 15'e indirene kadar faiz indirimlerine devam edecegi, bundan sonra indirimlere ara verecegi tahmininde bulundu."
1,"Italyan banka devi Unicredit, 2021 sonunda dolar kurunun 10,5 ulasmasini, 2022’nin sonunda ise 11,8 olmasini bekliyor."
1,"Banka, 2021 sonunda faizlerin yuzde 14’e inmesini ongorduklerini belirtti."
1,"Turk Lirasi, Asya piyaslarinda dolar karsisinda deger kaybetti."
1,Dolar/TL kuru Asya piyasalarinda 9.85 seviyesinden islem gordu.
1,"Turk Lirasi, yil basindan bu yana dolar karsisinda yuzde 20'den fazla deger kaybetti."
1,Turkiye'de maasini dolarla alan cok azdir. 
1,Ama sunu biliyoruz ki; dolar arttigi zaman tam da o yuzden biz fakirlesiyoruz. 
1,"Turkiye, sayelerinde maasini dolarla alanlar icin cennet oldu. "
1,Maasini dolarla alanlar icin bedava bir ulke oldu Turkiye.
0,Vatandaslarimiz musterih olsun.
0,Ayda 20 milyar dolar ihracat yapiyor ve rekor kiriyoruz.
0,Arttikca dolar bollugu yasanacak ve dusecektir.
0,Belli bir seviyeye cekecegiz.
0,"Kur Korumalı Vadeli TL Mevduat başta olmak üzere TL'ye teşvik için alınan önlemlerin etkisiyle geçen hafta dolar 18,36 liradan 10,63 liraya kadar gerilemişti. "
1,"Haftaya 10,76 civarında başlayan dolar/TL, hafta başından bu yana yüzde 10'dan fazla yükseliş kaydetti."
1,"Dolar kuru gün içinde 12,60 lirayı görürken euro/TL 14,30 civarında el değiştiriyor."
1,"Haftaya 10,74 seviyesinde başlayan dolar kuru bugün 13 seviyesini aştı. "
1,"Dün güne 11,80’den başladıktan sonra ani bir yükselişle 12,88’i gören dolar kuru şu dakikalarda 13,40 seviyesine kadar yükseldi. Kur 13 lira ciarında hareket ediyor."
1,"İstanbul serbest piyasada dolar 13,6070 liradan, euro 15,4000 liradan haftaya başladı."
0,"Dün, düşüş eğiliminde hareket eden dolar/TL, günü önceki kapanışa göre yüzde 2,32 azalışla 13,0922'den tamamladı."
1,"Dolar/TL, güne yükselişle başlamasının ardından 13,60 seviyelerinde işlem görüyor. Euro/TL ise 15,40'larda işlem görüyor."
1,"Dolar endeksi, önceki kapanışın yüzde 0,1 altında 96,1 seviyesinde dengelenirken, euro/dolar paritesi ise yüzde 0,1 artışla 1,1300'ten alıcı buluyor."
